,title,views,description,likes,date
158,MEXA (03),72.0,"Mexa conçoit des jeux et outils pédagogiques adaptés à tous les enfants pour permettre l'inclusion et le vivre ensemble. Ils ont à cœur d'aider les enfants, ...",15.0,03-25
159,ECODESK (34),14.0,"ECODESK est un service de reconditionnement de calculatrices scolaires, à destinations des étudiants issus des QPV/REP. ECODESK achète les calculatrices aux ...",1.0,03-25
160,ENYO WOMEN'S FIGHTWEAR (44),155.0,"Enyo women's fightwear souhaite briser les préjugés sur la pratique féminine des sports de combat en proposant des vêtements techniques, confortables et adap...",37.0,03-25
161,PLANEARIA (30),36.0,"PLANEARIA est une plateforme permettant d'organiser, planifier et partager des voyages sur mesure pour des groupes grâce à un savoureux mélange d'habitudes d...",9.0,03-25
162,MODE EUROPÉENNE (75),17.0,"Mode Européenne propose des vêtements, chaussures, sacs, accesoires de mode qui proviennent des dons de particuliers ou des marques afin de les proposer à pr...",1.0,03-25
163,EVE (75),67.0,"EVE est une plateforme qui permettra à tous de s'organiser en groupe de manière simple, efficace et gratuite.- Projet porté par Maxime BarouilletPour suivre ...",26.0,03-25
164,SOLTEO (75),14.0,SOLTEO développe un logiciel à destination des installateurs photovoltaïques pour leur permettre d'être plus efficaces sur leur tâches support et administrat...,1.0,03-25
165,TRASHTAG (75),121.0,"TRASHTAG relie les associations de clean walking et les entreprises pour compenser l'impact environnemental. Utilisant les nouvelles technologies, nous encou...",39.0,03-25
166,LOUISMANSOUR (75),92.0,LouisMansour propose une gamme de prêt-à-porter et d'accessoires haut de gamme. Des produits genderless imaginés et confectionnés en France. Proposer un univ...,21.0,03-25
167,MOVENDO (69),15.0,MOVENDO accompagne les structures à sensibiliser leur public à la santé mentale grâce à des ateliers et formations engageantes à la fin desquels sont distrib...,0.0,03-25
168,MADAME BEANS (49),44.0,Madame Beans a pour vocation de devenir une entreprise de transformation agroalimentaire de légumes secs en aides culinaires/PAI (Produits Alimentaires Inter...,9.0,03-25
169,SNB (29),14.0,SnB accompagne à la transition environnementale des organisations et leur fournit une expertise de conseil en stratégie produit et process.- Projet porté par...,0.0,03-25
170,L'ÉNERGÉTICIEN (20),20.0,La raison d'être de l'énergéticien est simple : être acteur de la transition énergétique en étant le référent sobriété des entreprises sur les aspects énergi...,3.0,03-25
171,GYMAPP (75),304.0,"GYMAPP c'est la communauté sport fitness et nutrition qui va aider les particuliers à atteindre leurs objectifs sportifs, grâce à la dynamique de groupe, l'e...",98.0,03-25
172,RAFNEE (94),12.0,"RAFNEE est un kit dans lequel on retrouvera l'application en AR pour la formation et/ou de la sensibilisation, des accessoires de AR et des quizz pour des sé...",3.0,03-25
173,IMPRUDENCE DES VOYAGES (76),14.0,"Imprudence des voyages souhaite démocratiser le voyage en immersion culturelle, promouvant le tourisme durable et sortant les voyageurs des sentiers battus. ...",1.0,03-25
174,GOUSSY (68),106.0,"GOUSSY proposera un repas complet, sain et savoureux pratique à emporter dans la poche. Il sera rassasiant, apportera tous les nutriments nécessaires afin d’...",31.0,03-25
175,LIM COMMUNICATION (67),14.0,"Lim Communication est une agence de communication indépendante qui propose des services de rédaction de contenus web, community management, social media mana...",1.0,03-25
176,TRÉVIA (34),74.0,"TREVIA est une application pour gérer toutes les étapes du voyage, de la comparaison à la réservation des d'hébergements et d'activités, conçue pour simplifi...",20.0,03-25
177,TAFTAVIE (59),78.0,TAFTAVIE est une plateforme de mise en relation entre étudiants motivés et talentueux et des entreprises désireuses de se développer en aidant un jeune à dév...,16.0,03-25
178,MA CHAMELLE SUCRÉE (59),166.0,"Ma Chamelle Sucrée a pour mission de rendre accessible à tous la pâtisserie marocaine, sous forme de kit, tout en luttant contre le gaspillage alimentaire.- ...",73.0,03-25
179,ULEX (54),58.0,ULEX propose une nouvelle technologie qui formule un complexe de molécules (molécules actives avec des métaux sous forme colloidale) spécifiques pour des app...,10.0,03-25
180,TRAVAUXETMEUBLES.COM (84),97.0,TRAVAUXETMEUBLES.COM est un accélérateur d’investissement. TRAVAUXETMEUBLES valorise vos ventes dans l’immobilier ancien grâce à un processus comprenant : Vi...,30.0,03-25
181,SANEE (89),29.0,"SANEE offre des produits cosmétiques 100% naturels sous forme de baumes et savons , fabriqués en France, sourcés en Afrique.- Projet porté par Marion SANGENI...",0.0,03-25
182,VALORIZ'ME (49),12.0,"VALORIZ'ME crée, développe et commercialise des snacks protéinés 100% naturels (0 sucres ajoutés, 0 additifs, 0 isolats, 0 conservateurs) à destination de la...",1.0,03-25
183,NOVA (75),112.0,NOVA est la première marque digitale française à offrir une plateforme d'IA collaborative pour accompagner la transformation digitale des ETI/PME en numérisa...,37.0,03-25
184,BEAUTYFOOD (91),541.0,"BEAUTYFOOD propose une alternative saine, pratique, gourmande et efficace aux compléments alimentaires classiques en offrant une gamme de compléments aliment...",28.0,03-25
185,YESOUICOOK (75),111.0,YESOUICOOK offre aux entrepreneurs culinaires une solution rentable pour développer leur entreprise sans avoir à investir dans leur propre infrastructure et ...,48.0,03-25
186,DELISPEED (59),154.0,DeliSpeed est une plate-forme (site + appli) permettant aux utilisateur de passer une commande auprès de leurs magasins préférés et d'être livrés par des  pa...,45.0,03-25
187,DYNASTY OF WO/MEN (31),36.0,DYNASTY OF WO/MEN proposera la vente des tee-shirt de fabrication éco responsable avec un panel de tailles allant du XXS au XXL sur lesquels seront apposés d...,6.0,03-25
188,P'TIT ROUDOUDOU (54),667.0,P'tit Roudoudou est une entreprise de confection d’articles de puériculture qui a pour objectif de proposer aux parents des articles de qualité supérieur sel...,163.0,03-25
189,DISCOVER (69),23.0,DISCOVER propose des interventions de professionnels présentant leur parcours scolaire et professionnels dans différents organismes afin de donner une autre ...,0.0,03-25
0,NEWSERS (69),1098.0,"NEWSERS est une application qui offre de l’information à travers trois interfaces (articles, SWIPE, et communautaire). Newsers est donc une solution de débat...",132.0,03-26
1,B.Y.O DESIGNER (94),429.0,"La raison d'être de B.Y.O. Designer est de permettre à tout un chacun d'être le créateur, le styliste de ce qu'il porte.- Projet porté par Mariam TambouraPou...",66.0,03-26
2,EDUCATION DU CHEVAL (83),1193.0,La mission d'EDUCATION DU CHEVAL est de faire évoluer l'équitation vers des pratiques plus justes et éthiques pour l'animal afin de diminuer le nombre d'acci...,227.0,03-26
3,CENTRAL EVENTS (90),109.0,"CENTRAL EVENTS souhaite créer et développer une plateforme de mise en relation entre les prestataires liés à l'événementiel et leurs clients, afin de simplif...",1.0,03-26
4,LOOSE SOULS (31),115.0,La raison d'être de LOOSE SOULS c'est représenter les artistes féminines et non binaires sur la scène musicale. Ils proposent de présenter ces artistes par l...,1.0,03-26
5,L'IDÉE D'UNE BOITE (95),589.0,L'IDÉE D'UNE BOITE souhaite développer des boîtes mystères thématiques interactives qui permettent de vivre une expérience lors de l’ouverture séquencée et p...,84.0,03-26
6,SKANERS (92),133.0,"SKANERS est une application qui permet d’identifier et acheter les paires de sneakers qui vous entourent avec une photo ! Autrement dit, c'est le ""Shazam"" de...",2.0,03-26
7,ALGUP (06),425.0,AlgUp développe un bioréacteur qui permet de produire de la spiruline fraîche chez soi et sans entretien. Conçu pour être à la fois esthétique et facile d’ut...,65.0,03-26
8,KOOKABURRA KOMBUCHA (59) Kookaburra Kombucha,104.0,"KOOKABURRA KOMBUCHA propose la vente de Kombucha, une boisson asiatique.- Projet porté par Elise GensPour suivre le Moovjee : Site : https://www.moovjee.frFa...",1.0,03-26
9,RENTY (75),275.0,"RENTY est une plateforme en ligne pour la location d'équipements sportifs entre particuliers, et une assurance facultative pour les locataires pour couvrir l...",16.0,03-26
10,RACE&LOCK (92),889.0,"RACE&LOCK propose un cadenas de vélo à triple usage, offrant aux vélos urbains ou électriques un porte-bagages et aux vélos sportifs une position de course a...",194.0,03-26
11,24-7 (67),867.0,"24-7 souhaite fournir des aliments durables et nutritifs, sans compromis sur le goût, la qualité et le prix afin de créer un avenir meilleur et plus sain pou...",95.0,03-26
12,BECOME (67),100.0,"BECOME souhaite faciliter la prise de décisions complexe par la réécriture rapide et neutre de votre démarche et situations.Adopter des comportements, compét...",0.0,03-26
13,TALEOS (77),50.0,TALEOS est une application de réveil personnalisée selon son chronotype qui améliore son sommeil et ses performances cognitives pour optimiser son temps chaq...,0.0,03-26
14,NYMPHEIASHOP (35),83.0,NYMPHEIASHOP crée des oeuvres au format numérique mais également des illustrations sous forme de produits physiques tels que des cartes postales et des badge...,12.0,03-26
15,STUDPRO (75),72.0,STUDPRO est une application web et mobile pensée pour révolutionner le quotidien des étudiants. Elle permettra aux étudiants de trouver leur entreprise d’acc...,2.0,03-26
16,ARTY SQUAD (75),181.0,ART-SQUAD accompagne les entreprises soucieuses d'améliorer leur expérience collaborateur et l'engagement de leur équipe grâce à l'art et à la culture afin d...,24.0,03-26
17,THE OFFSZN (69),331.0,La raison d'être d'OFFSZN est de créer un mouvement social et inclusif autour de la pratique du basket en France en créant des opportunités sociales et sport...,62.0,03-26
18,HOLMI (94),405.0,HOLMI propose des vêtements éthiques et éco-responsables. Ils prenent temps pour développer chaque pièce pour qu'elles conviennent à un maximum de morphologi...,101.0,03-26
19,POGUISURF (59),193.0,"POGUISURF propose une location longue durée d'une planche de surf éco-responsable qui est produite localement, réparable et avec une durée de vie 5 fois supé...",26.0,03-26
20,BE BUDDY (69),70.0,La mission de BE BUDDY est d'offrir une nouvelle façon de voyager au plus proche de la culture locale grâce à un guide digital personnalisé. Ils ont à coeur ...,6.0,03-26
21,TOGÆTHER (34),563.0,"TOGÆTHER est une application directement sur le mobile des spectateurs ainsi qu'un appareil de géolocalisation positionné sur les sportifs. Les deux liés, on...",65.0,03-26
22,DOUCEUR DANS L'HAIR (22),117.0,DOUCEUR DANS L'HAIR a pour projet de développer des gammes de produits capillaires pour cheveux texturés à base de beurres et d'huiles végétales afro-caraibé...,32.0,03-26
23,NEATY (83),32.0,"NEATY a pour objectif de développer une marque de produits de première nécessité écoresponsable (rechargeables), avec une composition saine mais également in...",0.0,03-26
24,YUKI (13),129.0,YUKI propose des jeux uniques et personnalisés qui rapprochent les gens !- Projet porté par Benoit CatanesePour suivre le Moovjee : Site : https://www.moovje...,12.0,03-26
25,RECIT (94),37.0,"Avec RECIT, concevez le livre des moments les plus importants de votre vie à transmettre à vos proches. Enregistrez les histoires de vos proches. Ces dernièr...",3.0,03-26
26,KASSY (75),53.0,KASSY est une société commerciale qui a pour objectif de faire découvrir aux consommateurs des produits artisanaux provenant de différentes régions du monde....,4.0,03-26
27,OVA DETECH (17),787.0,OVA DETECH accompagne toutes les femmes du début de leur vie sexuelle jusqu’à la ménopause en leur permettant de mieux connaitre leur cycle et donc d’adapter...,119.0,03-26
28,MELOTICK (92),40.0,"MELOTICK est une plateforme culturelle regroupant un agenda culturel pour trouver des événements culturels en France, une bourse aux billets pour acheter ou ...",1.0,03-26
29,V.UBIK (57),84.0,V.UBIK veut intégrer le marché de l'esport en diffusant les différentes parties League of Legend à travers un avatar dans une salle afin de pouvoir partager ...,14.0,03-26
30,PERLA MODA (35),62.0,Perla Moda propose à ses clients des accessoires durables en perles faits à la main qui allient créativité et esthétique pour rendre le luxe d’un bijou ou d’...,11.0,03-26
31,HORMONE.IA (75),86.0,HORMONE.IA développe le premier assistant de fertilité pour couple. Ce dispositif médical (DM) permettra d'accompagner hommes et femmes dans leur parcours de...,13.0,03-26
32,AULIA (59),176.0,La mission d'AULIA est de soulager l'aidant familial dans l'organisation de la dépendance d'une personne en perte d’autonomie à domicile.- Projet de Jade Nue...,33.0,03-26
33,DYOQAR (59),44.0,DYOQAR propose du matériel sportif durables et uniques pour les activités de sport & bien-être à domicile fabriqués à partir de matières bioscourcées.- Proje...,1.0,03-26
